County,City,Model Year,Maker,Model,EV Type,CAFV Eligibility,Electric Range,Electric Utility
Spokane,Airway Heights,2016,NISSAN,LEAF,BEV,Eligible,84,AVISTA CORP
Snohomish,Snohomish,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Snohomish,Brier,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Spokane,Spangle,2016,NISSAN,LEAF,BEV,Eligible,84,AVISTA CORP
Snohomish,Woodinville,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Spokane,Cheney,2016,NISSAN,LEAF,BEV,Eligible,84,AVISTA CORP
Skagit,Burlington,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Skagit,Bow,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Snohomish,Arlington,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Island,Clinton,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Kitsap,Kingston,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Skagit,Concrete,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Snohomish,Woodway,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Skagit,Sedro-Woolley,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Island,Langley,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Kittitas,Ellensburg,2016,NISSAN,LEAF,BEV,Eligible,84,PSE INC
Kitsap,Seabeck,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Kitsap,Bremerton,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Thurston,Olympia,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Snohomish,Mukilteo,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Snohomish,Everett,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Snohomish,Snohomish,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,PSE INC
Spokane,Spokane Valley,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,AVISTA CORP
Spokane,Spokane,2016,PORSCHE,CAYENNE,PHEV,Not eligible,14,AVISTA CORP
Kitsap,Poulsbo,2016,PORSCHE,PANAMERA,PHEV,Not eligible,15,PSE INC
Snohomish,Mukilteo,2016,PORSCHE,PANAMERA,PHEV,Not eligible,15,PSE INC
Snohomish,Bothell,2016,PORSCHE,PANAMERA,PHEV,Not eligible,15,PSE INC
Kitsap,Olalla,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Kitsap,Bainbridge Island,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Kitsap,Bremerton,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Kitsap,Port Orchard,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Snohomish,Woodinville,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Snohomish,Edmonds,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Snohomish,Bothell,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Snohomish,Snohomish,2016,SMART,FORTWO,BEV,Eligible,68,PSE INC
Thurston,Olympia,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Lake Stevens,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Bainbridge Island,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Port Orchard,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Silverdale,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Poulsbo,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Yakima,Yakima,2016,TESLA,MODEL S,BEV,Eligible,210,PACIFICORP
Kitsap,Kingston,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Bothell,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Everett,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Edmonds,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Snohomish,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Island,Oak Harbor,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Thurston,Lacey,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Bremerton,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Lynnwood,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Mukilteo,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Mill Creek,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Walla Walla,College Place,2016,TESLA,MODEL S,BEV,Eligible,210,PACIFICORP
Kittitas,Cle Elum,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Walla Walla,Walla Walla,2016,TESLA,MODEL S,BEV,Eligible,210,PACIFICORP
Skagit,Bow,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Island,Coupeville,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Granite Falls,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kitsap,Indianola,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Spokane,Spokane,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Snohomish,Monroe,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Marysville,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Spokane,Spokane Valley,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Spokane,Veradale,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Snohomish,Brier,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Woodinville,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Skagit,Mount Vernon,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Stanwood,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Snohomish,Arlington,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Spokane,Greenacres,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Kittitas,Roslyn,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Spokane,Nine Mile Falls,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Skagit,Anacortes,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Spokane,Liberty Lake,2016,TESLA,MODEL S,BEV,Eligible,210,AVISTA CORP
Thurston,Tumwater,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Island,Clinton,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Yakima,Wapato,2016,TESLA,MODEL S,BEV,Eligible,210,PACIFICORP
Snohomish,Woodway,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Island,Langley,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Kittitas,Ellensburg,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Island,Freeland,2016,TESLA,MODEL S,BEV,Eligible,210,PSE INC
Thurston,Lacey,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Bainbridge Island,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Silverdale,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Snohomish,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Thurston,Olympia,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Poulsbo,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Mukilteo,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Yakima,Selah,2016,TESLA,MODEL X,BEV,Eligible,200,PACIFICORP
Snohomish,Lynnwood,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Thurston,Tumwater,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Monroe,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Bothell,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Bremerton,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Thurston,Rochester,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Marysville,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Arlington,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Lake Stevens,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Port Orchard,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Walla Walla,College Place,2016,TESLA,MODEL X,BEV,Eligible,200,PACIFICORP
Snohomish,Edmonds,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Mill Creek,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Everett,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Yakima,Yakima,2016,TESLA,MODEL X,BEV,Eligible,200,PACIFICORP
Spokane,Deer Park,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Whitman,Palouse,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Skagit,Mount Vernon,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Spokane,Spangle,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Kittitas,Cle Elum,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Spokane,Greenacres,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Island,Freeland,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Spokane,Spokane Valley,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Skagit,Anacortes,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Island,Oak Harbor,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kittitas,Easton,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Island,Langley,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Spokane,Spokane,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Snohomish,Mountlake Terrace,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Snohomish,Woodinville,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Spokane,Veradale,2016,TESLA,MODEL X,BEV,Eligible,200,AVISTA CORP
Kittitas,Ellensburg,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Island,Clinton,2016,TESLA,MODEL X,BEV,Eligible,200,PSE INC
Kitsap,Bainbridge Island,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Yakima,Selah,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PACIFICORP
Thurston,Yelm,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Yakima,Tieton,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PACIFICORP
Kitsap,Poulsbo,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Lynnwood,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Thurston,Olympia,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Spokane,Spokane,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,AVISTA CORP
Snohomish,Bothell,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Snohomish,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Everett,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Walla Walla,Walla Walla,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PACIFICORP
Kitsap,Bremerton,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Skagit,Anacortes,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Mill Creek,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Monroe,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Edmonds,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Spokane,Medical Lake,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,AVISTA CORP
Spokane,Greenacres,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,AVISTA CORP
Snohomish,Lake Stevens,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Marysville,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Island,Clinton,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Snohomish,Mountlake Terrace,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Spokane,Spokane Valley,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,AVISTA CORP
Skagit,Mount Vernon,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Skagit,Sedro-Woolley,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,83,PSE INC
Yakima,Yakima,2016,VOLVO,XC90,PHEV,Not eligible,13,PACIFICORP
Kitsap,Bremerton,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Thurston,Olympia,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Kitsap,Poulsbo,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Spokane,Spokane,2016,VOLVO,XC90,PHEV,Not eligible,13,AVISTA CORP
Snohomish,Bothell,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Snohomish,Lynnwood,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Kitsap,Bainbridge Island,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Skagit,Anacortes,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Thurston,Tumwater,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Snohomish,Everett,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Snohomish,Edmonds,2016,VOLVO,XC90,PHEV,Not eligible,13,PSE INC
Snohomish,Everett,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Snohomish,Monroe,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Snohomish,Mill Creek,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Kitsap,Bainbridge Island,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Thurston,Tumwater,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Thurston,Olympia,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Thurston,Lacey,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Snohomish,Edmonds,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Snohomish,Lake Stevens,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Skagit,Bow,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Kitsap,Indianola,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Adams,Othello,2017,AUDI,A3,PHEV,Not eligible,16,AVISTA CORP
Spokane,Cheney,2017,AUDI,A3,PHEV,Not eligible,16,AVISTA CORP
Skagit,Concrete,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Skagit,Anacortes,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Island,Freeland,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Island,Langley,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Spokane,Spokane,2017,AUDI,A3,PHEV,Not eligible,16,AVISTA CORP
Snohomish,Marysville,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Walla Walla,Walla Walla,2017,AUDI,A3,PHEV,Not eligible,16,PACIFICORP
Snohomish,Bothell,2017,AUDI,A3,PHEV,Not eligible,16,PSE INC
Snohomish,Lake Stevens,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Snohomish,Everett,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Kitsap,Bainbridge Island,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Thurston,Olympia,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Island,Oak Harbor,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Kitsap,Bremerton,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Snohomish,Edmonds,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Snohomish,Monroe,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Spokane,Liberty Lake,2017,BMW,330E,PHEV,Not eligible,14,AVISTA CORP
Snohomish,Mountlake Terrace,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Snohomish,Snohomish,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Thurston,Lacey,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Island,Coupeville,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Snohomish,Marysville,2017,BMW,330E,PHEV,Not eligible,14,PSE INC
Spokane,Spokane,2017,BMW,740E,PHEV,Not eligible,14,AVISTA CORP
Snohomish,Everett,2017,BMW,740E,PHEV,Not eligible,14,PSE INC
Thurston,Tumwater,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Bainbridge Island,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Kingston,2017,BMW,I3,BEV,Eligible,81,PSE INC
Kitsap,Poulsbo,2017,BMW,I3,BEV,Eligible,81,PSE INC
Kitsap,Bremerton,2017,BMW,I3,BEV,Eligible,81,PSE INC
Kitsap,Poulsbo,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Thurston,Centralia,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Suquamish,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Kingston,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Snohomish,Edmonds,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Port Orchard,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Snohomish,2017,BMW,I3,BEV,Eligible,81,PSE INC
Thurston,Olympia,2017,BMW,I3,BEV,Eligible,81,PSE INC
Kitsap,Hansville,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Thurston,Olympia,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Port Orchard,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Bremerton,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Snohomish,Lake Stevens,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Thurston,Lacey,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Bainbridge Island,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Lake Stevens,2017,BMW,I3,BEV,Eligible,81,PSE INC
Skagit,Mount Vernon,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Skagit,Anacortes,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Adams,Ritzville,2017,BMW,I3,PHEV,Eligible,97,AVISTA CORP
Snohomish,Everett,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Kitsap,Silverdale,2017,BMW,I3,BEV,Eligible,81,PSE INC
Island,Langley,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Mountlake Terrace,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Everett,2017,BMW,I3,BEV,Eligible,81,PSE INC
Spokane,Liberty Lake,2017,BMW,I3,PHEV,Eligible,97,AVISTA CORP
Skagit,Burlington,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Spokane,Spokane,2017,BMW,I3,PHEV,Eligible,97,AVISTA CORP
Snohomish,Bothell,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Snohomish,Monroe,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Thurston,Yelm,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Lynnwood,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Snohomish,Edmonds,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Woodway,2017,BMW,I3,BEV,Eligible,81,PSE INC
Snohomish,Mill Creek,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Spokane,Spokane Valley,2017,BMW,I3,BEV,Eligible,81,AVISTA CORP
Snohomish,Lynnwood,2017,BMW,I3,BEV,Eligible,81,PSE INC
Kittitas,Cle Elum,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Spokane,Spokane Valley,2017,BMW,I3,PHEV,Eligible,97,AVISTA CORP
Snohomish,Marysville,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Walla Walla,Walla Walla,2017,BMW,I3,BEV,Eligible,81,PACIFICORP
Island,Oak Harbor,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Island,Langley,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Island,Freeland,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Snohomish,Mukilteo,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Spokane,Veradale,2017,BMW,I3,PHEV,Eligible,97,AVISTA CORP
Snohomish,Snohomish,2017,BMW,I3,PHEV,Eligible,97,PSE INC
Yakima,Yakima,2017,BMW,I3,PHEV,Eligible,97,PACIFICORP
Spokane,Spokane,2017,BMW,I3,BEV,Eligible,81,AVISTA CORP
Snohomish,Mukilteo,2017,BMW,I8,PHEV,Not eligible,14,PSE INC
Kittitas,Cle Elum,2017,BMW,I8,PHEV,Not eligible,14,PSE INC
Snohomish,Lake Stevens,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Kitsap,Bainbridge Island,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Kitsap,Poulsbo,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Thurston,Yelm,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Island,Oak Harbor,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Snohomish,Bothell,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Thurston,Olympia,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Snohomish,Mukilteo,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Spokane,Spokane,2017,BMW,X5,PHEV,Not eligible,14,AVISTA CORP
Kitsap,Port Orchard,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Kitsap,Kingston,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Yakima,Union Gap,2017,BMW,X5,PHEV,Not eligible,14,PACIFICORP
Snohomish,Edmonds,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Skagit,La Conner,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Skagit,Mount Vernon,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Snohomish,Arlington,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Snohomish,Brier,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Snohomish,Mountlake Terrace,2017,BMW,X5,PHEV,Not eligible,14,PSE INC
Spokane,Spokane Valley,2017,BMW,X5,PHEV,Not eligible,14,AVISTA CORP
Thurston,Olympia,2017,CADILLAC,CT6,PHEV,Eligible,31,PSE INC
Snohomish,Arlington,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Edmonds,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Island,Clinton,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Bremerton,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Mill Creek,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Olympia,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Suquamish,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Bainbridge Island,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Rochester,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Seabeck,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Port Orchard,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Yelm,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Olalla,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Everett,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Kingston,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Marysville,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Yakima,Yakima,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Thurston,Tumwater,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Poulsbo,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Silverdale,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Bothell,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Yakima,Selah,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Snohomish,Lynnwood,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Yakima,Toppenish,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Thurston,Lacey,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Snohomish,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Island,Freeland,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Gig Harbor,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Mukilteo,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Lake Stevens,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Walla Walla,Walla Walla,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Spokane,Spokane,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Skagit,Bow,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Monroe,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Spokane,Spokane Valley,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Skagit,Mount Vernon,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Spokane,Airway Heights,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Island,Coupeville,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kittitas,Ellensburg,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Spokane,Otis Orchards,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Snohomish,Mountlake Terrace,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Brier,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Stevens,Kettle Falls,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Skagit,Burlington,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Keyport,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Woodinville,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Columbia,Dayton,2017,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
